[Fri Sep  6 01:54:23.429 2024] [1] starting daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 01:54:23.429 2024] [1] listening on all interfaces for mysql, port=9306
[Fri Sep  6 01:54:23.447 2024] [98] binlog: replaying log /var/lib/manticore/binlog.001
[Fri Sep  6 01:54:23.447 2024] [98] binlog: replay stats: 0 commits; 0 updates, 0 reconfigure; 0 pq-add; 0 pq-delete; 0 pq-add-delete, 0 tables
[Fri Sep  6 01:54:23.448 2024] [98] binlog: finished replaying /var/lib/manticore/binlog.001; 0.0 MB in 0.000 sec
[Fri Sep  6 01:54:23.448 2024] [98] binlog: finished replaying total 1 in 0.000 sec
[Fri Sep  6 01:54:23.448 2024] [99] prereading 3 tables
[Fri Sep  6 01:54:23.448 2024] [1] WARNING: [BUDDY] no SPHINX or HTTP listeners found, disabled
[Fri Sep  6 01:54:23.449 2024] [1] accepting connections
[Fri Sep  6 01:54:23.450 2024] [99] preread 3 tables in 0.001 sec
[Fri Sep  6 01:55:06.141 2024] [1] caught SIGTERM, shutting down
[Fri Sep  6 01:55:06.148 2024] [1] shutdown daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 01:55:06.148 2024] [1] shutdown complete
[Fri Sep  6 01:55:12.172 2024] [1] Using local time zone '/etc/localtime'
[Fri Sep  6 01:55:12.172 2024] [1] starting daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 01:55:12.172 2024] [1] listening on all interfaces for mysql, port=9306
[Fri Sep  6 01:55:12.188 2024] [96] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 167: duplicate map-from part
[Fri Sep  6 01:55:12.188 2024] [96] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 191: duplicate map-from part
[Fri Sep  6 01:55:12.188 2024] [96] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 192: duplicate map-from part
[Fri Sep  6 01:55:12.189 2024] [96] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 193: duplicate map-from part
[Fri Sep  6 01:55:12.189 2024] [96] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 199: duplicate map-from part
[Fri Sep  6 01:55:12.189 2024] [96] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 241: duplicate map-from part
[Fri Sep  6 01:55:12.189 2024] [96] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 358: duplicate map-from part
[Fri Sep  6 01:55:12.190 2024] [96] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 621: duplicate map-from part
[Fri Sep  6 01:55:12.190 2024] [96] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 636: duplicate map-from part
[Fri Sep  6 01:55:12.194 2024] [97] binlog: replaying log /var/lib/manticore/binlog.001
[Fri Sep  6 01:55:12.194 2024] [97] binlog: replay stats: 0 commits; 0 updates, 0 reconfigure; 0 pq-add; 0 pq-delete; 0 pq-add-delete, 0 tables
[Fri Sep  6 01:55:12.194 2024] [97] binlog: finished replaying /var/lib/manticore/binlog.001; 0.0 MB in 0.000 sec
[Fri Sep  6 01:55:12.194 2024] [97] binlog: finished replaying total 1 in 0.000 sec
[Fri Sep  6 01:55:12.195 2024] [99] prereading 3 tables
[Fri Sep  6 01:55:12.195 2024] [1] WARNING: [BUDDY] no SPHINX or HTTP listeners found, disabled
[Fri Sep  6 01:55:12.196 2024] [1] accepting connections
[Fri Sep  6 01:55:12.196 2024] [99] preread 3 tables in 0.001 sec
[Fri Sep  6 02:08:39.534 2024] [1] caught SIGTERM, shutting down
[Fri Sep  6 02:08:39.548 2024] [1] shutdown daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 02:08:39.548 2024] [1] shutdown complete
[Fri Sep  6 02:08:46.896 2024] [1] Using local time zone '/etc/localtime'
[Fri Sep  6 02:08:46.896 2024] [1] starting daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 02:08:46.896 2024] [1] listening on all interfaces for mysql, port=9306
[Fri Sep  6 02:08:46.915 2024] [103] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 167: duplicate map-from part
[Fri Sep  6 02:08:46.916 2024] [103] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 191: duplicate map-from part
[Fri Sep  6 02:08:46.916 2024] [103] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 192: duplicate map-from part
[Fri Sep  6 02:08:46.916 2024] [103] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 193: duplicate map-from part
[Fri Sep  6 02:08:46.916 2024] [103] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 199: duplicate map-from part
[Fri Sep  6 02:08:46.917 2024] [103] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 241: duplicate map-from part
[Fri Sep  6 02:08:46.917 2024] [103] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 358: duplicate map-from part
[Fri Sep  6 02:08:46.918 2024] [103] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 621: duplicate map-from part
[Fri Sep  6 02:08:46.918 2024] [103] WARNING: /etc/manticoresearch/synonyms/synonyms.txt line 636: duplicate map-from part
[Fri Sep  6 02:08:46.924 2024] [105] binlog: replaying log /var/lib/manticore/binlog.001
[Fri Sep  6 02:08:46.925 2024] [105] binlog: replay stats: 0 commits; 0 updates, 0 reconfigure; 0 pq-add; 0 pq-delete; 0 pq-add-delete, 0 tables
[Fri Sep  6 02:08:46.925 2024] [105] binlog: finished replaying /var/lib/manticore/binlog.001; 0.0 MB in 0.000 sec
[Fri Sep  6 02:08:46.925 2024] [105] binlog: finished replaying total 1 in 0.000 sec
[Fri Sep  6 02:08:46.926 2024] [106] prereading 3 tables
[Fri Sep  6 02:08:46.926 2024] [1] WARNING: [BUDDY] no SPHINX or HTTP listeners found, disabled
[Fri Sep  6 02:08:46.926 2024] [1] accepting connections
[Fri Sep  6 02:08:46.928 2024] [106] preread 3 tables in 0.002 sec
[Fri Sep  6 02:09:44.543 2024] [1] caught SIGTERM, shutting down
[Fri Sep  6 02:09:44.552 2024] [1] shutdown daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 02:09:44.552 2024] [1] shutdown complete
[Fri Sep  6 02:09:58.721 2024] [1] Using local time zone '/etc/localtime'
[Fri Sep  6 02:09:58.722 2024] [1] starting daemon version '6.3.2 c296dc7c8@24062606 (columnar 2.3.0 88a01c3@24052206) (secondary 2.3.0 88a01c3@24052206) (knn 2.3.0 88a01c3@24052206)' ...
[Fri Sep  6 02:09:58.722 2024] [1] listening on all interfaces for mysql, port=9306
[Fri Sep  6 02:09:58.742 2024] [98] binlog: replaying log /var/lib/manticore/binlog.001
[Fri Sep  6 02:09:58.743 2024] [98] binlog: replay stats: 0 commits; 0 updates, 0 reconfigure; 0 pq-add; 0 pq-delete; 0 pq-add-delete, 0 tables
[Fri Sep  6 02:09:58.743 2024] [98] binlog: finished replaying /var/lib/manticore/binlog.001; 0.0 MB in 0.000 sec
[Fri Sep  6 02:09:58.743 2024] [98] binlog: finished replaying total 1 in 0.000 sec
[Fri Sep  6 02:09:58.744 2024] [100] prereading 3 tables
